date,hour,day_type,month,load_weight
01/01/2025,1,WT,1,9.26189219037832e-05
01/01/2025,2,WT,1,7.961642453886434e-05
01/01/2025,3,WT,1,7.537753800231213e-05
01/01/2025,4,WT,1,7.471349570624445e-05
01/01/2025,5,WT,1,7.798627559400651e-05
01/01/2025,6,WT,1,8.875699170823183e-05
01/01/2025,7,WT,1,0.00011479568783279475
01/01/2025,8,WT,1,0.00012480874666560452
01/01/2025,9,WT,1,0.00011733827083484332
01/01/2025,10,WT,1,0.00011331157826507963
01/01/2025,11,WT,1,0.0001143750444986316
01/01/2025,12,WT,1,0.00012544158396655624
01/01/2025,13,WT,1,0.00013102478169270404
01/01/2025,14,WT,1,0.00012988642347087377
01/01/2025,15,WT,1,0.00012683831954794664
01/01/2025,16,WT,1,0.00013103976009035972
01/01/2025,17,WT,1,0.00014969410617068153
01/01/2025,18,WT,1,0.00018701652852917623
01/01/2025,19,WT,1,0.00020787519546448962
01/01/2025,20,WT,1,0.00020581441758703146
01/01/2025,21,WT,1,0.00018780539080570774
01/01/2025,22,WT,1,0.00016766943155728005
01/01/2025,23,WT,1,0.00014826866199378443
01/01/2025,24,WT,1,0.00011903082976993307
02/01/2025,1,WT,1,9.275998218087705e-05
02/01/2025,2,WT,1,7.973768177956448e-05
02/01/2025,3,WT,1,7.549233934288814e-05
02/01/2025,4,WT,1,7.48272856985089e-05
02/01/2025,5,WT,1,7.810505008866363e-05
02/01/2025,6,WT,1,8.88921701964611e-05
02/01/2025,7,WT,1,0.00011497052372163934
02/01/2025,8,WT,1,0.00012499883262241014
02/01/2025,9,WT,1,0.00011751697912314396
02/01/2025,10,WT,1,0.00011348415382846849
02/01/2025,11,WT,1,0.00011454923974014351
02/01/2025,12,WT,1,0.0001256326337459069
02/01/2025,13,WT,1,0.00013122433478220054
02/01/2025,14,WT,1,0.00013008424282040762
02/01/2025,15,WT,1,0.0001270314965806068
02/01/2025,16,WT,1,0.00013123933599222418
02/01/2025,17,WT,1,0.00014992209297577184
02/01/2025,18,WT,1,0.00018730135805205566
02/01/2025,19,WT,1,0.0002081917931107419
02/01/2025,20,WT,1,0.00020612787663166273
02/01/2025,21,WT,1,0.00018809142177996475
02/01/2025,22,WT,1,0.0001679247951049168
02/01/2025,23,WT,1,0.00014849447782186006
02/01/2025,24,WT,1,0.0001192121158558098
03/01/2025,1,WT,1,9.289085763627752e-05
03/01/2025,2,WT,1,7.985018401565942e-05
03/01/2025,3,WT,1,7.559885180719068e-05
03/01/2025,4,WT,1,7.493285983578157e-05
03/01/2025,5,WT,1,7.821524883772652e-05
03/01/2025,6,WT,1,8.901758853939816e-05
03/01/2025,7,WT,1,0.00011513273612504793
03/01/2025,8,WT,1,0.00012517519400971703
03/01/2025,9,WT,1,0.00011768278433136441
03/01/2025,10,WT,1,0.00011364426910624068
03/01/2025,11,WT,1,0.00011471085775218164
03/01/2025,12,WT,1,0.00012580988936592837
03/01/2025,13,WT,1,0.0001314094797571182
03/01/2025,14,WT,1,0.00013026777923470258
03/01/2025,15,WT,1,0.00012721072586218177
03/01/2025,16,WT,1,0.00013142450213241314
03/01/2025,17,WT,1,0.00015013361869765625
03/01/2025,18,WT,1,0.00018756562233882942
03/01/2025,19,WT,1,0.00020848553180164494
03/01/2025,20,WT,1,0.00020641870333398243
03/01/2025,21,WT,1,0.00018835680077102976
03/01/2025,22,WT,1,0.00016816172091619532
03/01/2025,23,WT,1,0.0001487039893154209
03/01/2025,24,WT,1,0.00011938031273969292
04/01/2025,1,SA,1,0.00010229380556675259
04/01/2025,2,SA,1,8.665898702380772e-05
04/01/2025,3,SA,1,7.9213238435249e-05
04/01/2025,4,SA,1,7.614719448783911e-05
04/01/2025,5,SA,1,7.604315456648386e-05
04/01/2025,6,SA,1,7.735932224627959e-05
04/01/2025,7,SA,1,9.087448407823916e-05
04/01/2025,8,SA,1,0.0001163153785821765
04/01/2025,9,SA,1,0.00014336325114849296
04/01/2025,10,SA,1,0.00015999961062111096
04/01/2025,11,SA,1,0.00017275139519878904
04/01/2025,12,SA,1,0.0001900119941995388
04/01/2025,13,SA,1,0.0001894253594622584
04/01/2025,14,SA,1,0.0001815546767370799
04/01/2025,15,SA,1,0.00017685909185278012
04/01/2025,16,SA,1,0.0001767299820708573
04/01/2025,17,SA,1,0.00018765542730619022
04/01/2025,18,SA,1,0.00021288072100924667
04/01/2025,19,SA,1,0.00022120516821069763
04/01/2025,20,SA,1,0.0002084872279447857
04/01/2025,21,SA,1,0.00018630165483554318
04/01/2025,22,SA,1,0.00016810845702168112
04/01/2025,23,SA,1,0.00015452811355224586
04/01/2025,24,SA,1,0.00012886409728925745
05/01/2025,1,FT,1,0.00010876353442549293
05/01/2025,2,FT,1,9.372375831570111e-05
05/01/2025,3,FT,1,8.472172944090666e-05
05/01/2025,4,FT,1,8.006321401037036e-05
05/01/2025,5,FT,1,7.80087986655999e-05
05/01/2025,6,FT,1,7.860868292632089e-05
05/01/2025,7,FT,1,8.736975410643242e-05
05/01/2025,8,FT,1,0.00010690740718363861
05/01/2025,9,FT,1,0.00013574326630202036
05/01/2025,10,FT,1,0.00016243937089209805
05/01/2025,11,FT,1,0.00018552362003791835
05/01/2025,12,FT,1,0.00021153324619574838
05/01/2025,13,FT,1,0.0002073290364187288
05/01/2025,14,FT,1,0.00019190146901905668
05/01/2025,15,FT,1,0.00018145243898817158
05/01/2025,16,FT,1,0.00017839528823688217
05/01/2025,17,FT,1,0.00018761568502248302
05/01/2025,18,FT,1,0.0002163473801374341
05/01/2025,19,FT,1,0.0002263308096228641
05/01/2025,20,FT,1,0.0002137558299315996
05/01/2025,21,FT,1,0.00019086986888869545
05/01/2025,22,FT,1,0.0001680805419212631
05/01/2025,23,FT,1,0.00014831950098127797
05/01/2025,24,FT,1,0.00011946732701898543
06/01/2025,1,WT,1,9.322378578089005e-05
06/01/2025,2,WT,1,8.013637335966784e-05
06/01/2025,3,WT,1,7.586980404196883e-05
06/01/2025,4,WT,1,7.52014251029182e-05
06/01/2025,5,WT,1,7.849557844538195e-05
06/01/2025,6,WT,1,8.933663458272732e-05
06/01/2025,7,WT,1,0.00011554538091267993
06/01/2025,8,WT,1,0.00012562383175678525
06/01/2025,9,WT,1,0.00011810456869246586
06/01/2025,10,WT,1,0.00011405157911092963
06/01/2025,11,WT,1,0.00011512199049452194
06/01/2025,12,WT,1,0.00012626080191110601
06/01/2025,13,WT,1,0.00013188046167496574
06/01/2025,14,WT,1,0.0001307346692080219
06/01/2025,15,WT,1,0.00012766665911561286
06/01/2025,16,WT,1,0.00013189553789163608
06/01/2025,17,WT,1,0.00015067170940312368
06/01/2025,18,WT,1,0.00018823787229137998
06/01/2025,19,WT,1,0.0002092327603561822
06/01/2025,20,WT,1,0.00020715852421262476
06/01/2025,21,WT,1,0.00018903188636934987
06/01/2025,22,WT,1,0.00016876442575889037
06/01/2025,23,WT,1,0.0001492369561166654
06/01/2025,24,WT,1,0.00011980818117621139
07/01/2025,1,WT,1,9.331532915028789e-05
07/01/2025,2,WT,1,8.021506522534587e-05
07/01/2025,3,WT,1,7.594430624587931e-05
07/01/2025,4,WT,1,7.52752709758333e-05
07/01/2025,5,WT,1,7.857265909248859e-05
07/01/2025,6,WT,1,8.942436086923092e-05
07/01/2025,7,WT,1,0.00011565884351665492
07/01/2025,8,WT,1,0.00012574719114129588
07/01/2025,9,WT,1,0.0001182205443532784
07/01/2025,10,WT,1,0.00011416357483980398
07/01/2025,11,WT,1,0.00011523503733995287
07/01/2025,12,WT,1,0.00012638478678399012
07/01/2025,13,WT,1,0.00013200996490977157
07/01/2025,14,WT,1,0.00013086304730397847
07/01/2025,15,WT,1,0.00012779202450425605
07/01/2025,16,WT,1,0.00013202505593090042
07/01/2025,17,WT,1,0.00015081966516179794
07/01/2025,18,WT,1,0.0001884227170596276
07/01/2025,19,WT,1,0.00020943822156665516
07/01/2025,20,WT,1,0.00020736194857634327
07/01/2025,21,WT,1,0.00018921751083908074
07/01/2025,22,WT,1,0.0001689301481015205
07/01/2025,23,WT,1,0.00014938350298436838
07/01/2025,24,WT,1,0.00011992582974083926
08/01/2025,1,WT,1,9.339738779057716e-05
08/01/2025,2,WT,1,8.028560389506974e-05
08/01/2025,3,WT,1,7.601108934105773e-05
08/01/2025,4,WT,1,7.534146574190156e-05
08/01/2025,5,WT,1,7.864175348059986e-05
08/01/2025,6,WT,1,8.950299791127413e-05
08/01/2025,7,WT,1,0.00011576055035863713
08/01/2025,8,WT,1,0.00012585776936696586
08/01/2025,9,WT,1,0.00011832450387645881
08/01/2025,10,WT,1,0.00011426396678834258
08/01/2025,11,WT,1,0.00011533637149977317
08/01/2025,12,WT,1,0.00012649592569172563
08/01/2025,13,WT,1,0.00013212605042673615
08/01/2025,14,WT,1,0.00013097812425675413
08/01/2025,15,WT,1,0.00012790440089371016
08/01/2025,16,WT,1,0.00013214115471844645
08/01/2025,17,WT,1,0.00015095229135263658
08/01/2025,18,WT,1,0.0001885884102217513
08/01/2025,19,WT,1,0.00020962239511930573
08/01/2025,20,WT,1,0.000207544296318165
08/01/2025,21,WT,1,0.00018938390291849323
08/01/2025,22,WT,1,0.00016907870009596023
08/01/2025,23,WT,1,0.00014951486625820737
08/01/2025,24,WT,1,0.00012003128883972155
09/01/2025,1,WT,1,9.347009961559443e-05
09/01/2025,2,WT,1,8.034810792135914e-05
09/01/2025,3,WT,1,7.607026556812661e-05
09/01/2025,4,WT,1,7.540012065295592e-05
09/01/2025,5,WT,1,7.870297773486867e-05
09/01/2025,6,WT,1,8.957267787210166e-05
09/01/2025,7,WT,1,0.00011585067237468806
09/01/2025,8,WT,1,0.00012595575227976203
09/01/2025,9,WT,1,0.00011841662198409167
09/01/2025,10,WT,1,0.00011435292368269942
09/01/2025,11,WT,1,0.00011542616328368707
09/01/2025,12,WT,1,0.00012659440542260326
09/01/2025,13,WT,1,0.0001322289133277885
09/01/2025,14,WT,1,0.00013108009347321018
09/01/2025,15,WT,1,0.00012800397715206948
09/01/2025,16,WT,1,0.00013224402937850663
09/01/2025,17,WT,1,0.00015106981087705196
09/01/2025,18,WT,1,0.00018873523025396752
09/01/2025,19,WT,1,0.0002097855905498652
09/01/2025,20,WT,1,0.0002077058739052283
09/01/2025,21,WT,1,0.00018953134225845609
09/01/2025,22,WT,1,0.00016921033140970845
09/01/2025,23,WT,1,0.00014963126671704266
09/01/2025,24,WT,1,0.00012012473571524104
10/01/2025,1,WT,1,9.353360183761613e-05
10/01/2025,2,WT,1,8.040269525366358e-05
10/01/2025,3,WT,1,7.612194659674672e-05
10/01/2025,4,WT,1,7.545134639489757e-05
10/01/2025,5,WT,1,7.87564473897256e-05
10/01/2025,6,WT,1,8.963353224265125e-05
10/01/2025,7,WT,1,0.0001159293796313269
10/01/2025,8,WT,1,0.000126041324780263
10/01/2025,9,WT,1,0.00011849707250945989
10/01/2025,10,WT,1,0.00011443061339072791
10/01/2025,11,WT,1,0.00011550458213504274
10/01/2025,12,WT,1,0.00012668041181473203
10/01/2025,13,WT,1,0.0001323187477223849
10/01/2025,14,WT,1,0.00013116914737635774
10/01/2025,15,WT,1,0.00012809094118666664
10/01/2025,16,WT,1,0.00013233387404272735
10/01/2025,17,WT,1,0.00015117244550256903
10/01/2025,18,WT,1,0.00018886345421589967
10/01/2025,19,WT,1,0.0002099281158194738
10/01/2025,20,WT,1,0.00020784698624568996
10/01/2025,21,WT,1,0.0001896601070872694
10/01/2025,22,WT,1,0.00016932529044021908
10/01/2025,23,WT,1,0.00014973292401664472
10/01/2025,24,WT,1,0.00012020634670815814
11/01/2025,1,SA,1,0.00010292766290872523
11/01/2025,2,SA,1,8.719596416400323e-05
11/01/2025,3,SA,1,7.970407844736337e-05
11/01/2025,4,SA,1,7.661903594519145e-05
11/01/2025,5,SA,1,7.651435134679398e-05
11/01/2025,6,SA,1,7.783867457953334e-05
11/01/2025,7,SA,1,9.143758228943414e-05
11/01/2025,8,SA,1,0.0001170361197481753
11/01/2025,9,SA,1,0.0001442515928110801
11/01/2025,10,SA,1,0.00016099103847290572
11/01/2025,11,SA,1,0.0001738218387078177
11/01/2025,12,SA,1,0.00019118939196002824
11/01/2025,13,SA,1,0.00019059912217629296
11/01/2025,14,SA,1,0.00018267966924451155
11/01/2025,15,SA,1,0.00017795498845418617
11/01/2025,16,SA,1,0.00017782507865135556
11/01/2025,17,SA,1,0.0001888182227433139
11/01/2025,18,SA,1,0.0002141998234439301
11/01/2025,19,SA,1,0.00022257585257595122
11/01/2025,20,SA,1,0.00020977910636702397
11/01/2025,21,SA,1,0.00018745606170392484
11/01/2025,22,SA,1,0.0001691501308468019
11/01/2025,23,SA,1,0.0001554856376053749
11/01/2025,24,SA,1,0.00012966259582717892
12/01/2025,1,FT,1,0.00010936024978670916
12/01/2025,2,FT,1,9.423796012601657e-05
12/01/2025,3,FT,1,8.518654292506964e-05
12/01/2025,4,FT,1,8.050246922509545e-05
12/01/2025,5,FT,1,7.843678262842042e-05
12/01/2025,6,FT,1,7.903995806715633e-05
12/01/2025,7,FT,1,8.784909559396664e-05
12/01/2025,8,FT,1,0.00010749393917187568
12/01/2025,9,FT,1,0.00013648800205019125
12/01/2025,10,FT,1,0.00016333057094724168
12/01/2025,11,FT,1,0.0001865414684788488
12/01/2025,12,FT,1,0.0002126937926792705
12/01/2025,13,FT,1,0.00020846651711490797
12/01/2025,14,FT,1,0.00019295430860365178
12/01/2025,15,FT,1,0.00018244795148458247
12/01/2025,16,FT,1,0.00017937402811897446
12/01/2025,17,FT,1,0.00018864501127460764
12/01/2025,18,FT,1,0.00021753433866879125
12/01/2025,19,FT,1,0.00022757254079252366
12/01/2025,20,FT,1,0.00021492857029852
12/01/2025,21,FT,1,0.0001919170487487545
12/01/2025,22,FT,1,0.0001690026914433042
12/01/2025,23,FT,1,0.00014913323441749767
12/01/2025,24,FT,1,0.0001201227671862458
13/01/2025,1,WT,1,9.367021248507011e-05
13/01/2025,2,WT,1,8.052012753510954e-05
13/01/2025,3,WT,1,7.623312662409236e-05
13/01/2025,4,WT,1,7.556154697607667e-05
13/01/2025,5,WT,1,7.887147524129668e-05
13/01/2025,6,WT,1,8.976444663740018e-05
13/01/2025,7,WT,1,0.0001160987004668259
13/01/2025,8,WT,1,0.00012622541463295662
13/01/2025,9,WT,1,0.00011867014359278054
13/01/2025,10,WT,1,0.0001145977452008661
13/01/2025,11,WT,1,0.0001156732825318987
13/01/2025,12,WT,1,0.00012686543508698658
13/01/2025,13,WT,1,0.00013251200607490763
13/01/2025,14,WT,1,0.00013136072667830937
13/01/2025,15,WT,1,0.00012827802460978644
13/01/2025,16,WT,1,0.00013252715448802075
13/01/2025,17,WT,1,0.00015139324065267096
13/01/2025,18,WT,1,0.0001891392990273251
13/01/2025,19,WT,1,0.00021023472665512494
13/01/2025,20,WT,1,0.0002081505574843095
13/01/2025,21,WT,1,0.0001899371154512835
13/01/2025,22,WT,1,0.00016957259875619235
13/01/2025,23,WT,1,0.00014995161667140426
13/01/2025,24,WT,1,0.00012038191427456479
14/01/2025,1,WT,1,9.369823438667117e-05
14/01/2025,2,WT,1,8.054421552456566e-05
14/01/2025,3,WT,1,7.62559321362859e-05
14/01/2025,4,WT,1,7.558415158193816e-05
14/01/2025,5,WT,1,7.889507002836621e-05
14/01/2025,6,WT,1,8.979130011007002e-05
14/01/2025,7,WT,1,0.00011613343196015961
14/01/2025,8,WT,1,0.00012626317558229747
14/01/2025,9,WT,1,0.00011870564434588571
14/01/2025,10,WT,1,0.00011463202767610052
14/01/2025,11,WT,1,0.00011570788675937916
14/01/2025,12,WT,1,0.0001269033875015725
14/01/2025,13,WT,1,0.00013255164768878548
14/01/2025,14,WT,1,0.0001314000238813322
14/01/2025,15,WT,1,0.00012831639960742791
14/01/2025,16,WT,1,0.00013256680063362036
14/01/2025,17,WT,1,0.00015143853068009898
14/01/2025,18,WT,1,0.00018919588097248807
14/01/2025,19,WT,1,0.0002102976194005043
14/01/2025,20,WT,1,0.00020821282674030116
14/01/2025,21,WT,1,0.00018999393606712673
14/01/2025,22,WT,1,0.00016962332722739488
14/01/2025,23,WT,1,0.0001499964754299766
14/01/2025,24,WT,1,0.00012041792711223062
15/01/2025,1,WT,1,9.371772222325684e-05
15/01/2025,2,WT,1,8.056096752123173e-05
15/01/2025,3,WT,1,7.627179223390551e-05
15/01/2025,4,WT,1,7.559987195921247e-05
15/01/2025,5,WT,1,7.891147902734243e-05
15/01/2025,6,WT,1,8.980997536254207e-05
15/01/2025,7,WT,1,0.00011615758598354098
15/01/2025,8,WT,1,0.00012628943644141228
15/01/2025,9,WT,1,0.00011873033335111563
15/01/2025,10,WT,1,0.00011465586942976274
15/01/2025,11,WT,1,0.00011573195227569971
15/01/2025,12,WT,1,0.00012692978151522687
15/01/2025,13,WT,1,0.00013257921645639596
15/01/2025,14,WT,1,0.00013142735312835077
15/01/2025,15,WT,1,0.0001283430875065455
15/01/2025,16,WT,1,0.0001325943725528176
15/01/2025,17,WT,1,0.00015147002763794433
15/01/2025,18,WT,1,0.00018923523089658432
15/01/2025,19,WT,1,0.0002103413581717635
15/01/2025,20,WT,1,0.00020825613190575184
15/01/2025,21,WT,1,0.00019003345197479108
15/01/2025,22,WT,1,0.00016965860635195643
15/01/2025,23,WT,1,0.0001500276724618176
15/01/2025,24,WT,1,0.00012044297224676177
16/01/2025,1,WT,1,9.372880899774266e-05
16/01/2025,2,WT,1,8.057049785613618e-05
16/01/2025,3,WT,1,7.628081516084045e-05
16/01/2025,4,WT,1,7.560881539820875e-05
16/01/2025,5,WT,1,7.892081422832223e-05
16/01/2025,6,WT,1,8.982059985191084e-05
16/01/2025,7,WT,1,0.00011617132738623483
16/01/2025,8,WT,1,0.00012630437643855003
16/01/2025,9,WT,1,0.00011874437910894313
16/01/2025,10,WT,1,0.00011466943317990188
16/01/2025,11,WT,1,0.00011574564332607153
16/01/2025,12,WT,1,0.00012694479726496787
16/01/2025,13,WT,1,0.00013259490053235825
16/01/2025,14,WT,1,0.0001314429009392753
16/01/2025,15,WT,1,0.0001283582704499019
16/01/2025,16,WT,1,0.0001326100584217409
16/01/2025,17,WT,1,0.00015148794649040836
16/01/2025,18,WT,1,0.00018925761735967748
16/01/2025,19,WT,1,0.00021036624148249464
16/01/2025,20,WT,1,0.00020828076853492887
16/01/2025,21,WT,1,0.0001900559328671648
16/01/2025,22,WT,1,0.00016967867690706147
16/01/2025,23,WT,1,0.0001500454206841576
16/01/2025,24,WT,1,0.00012045722060918488
17/01/2025,1,WT,1,9.373162701148421e-05
17/01/2025,2,WT,1,8.057292025723729e-05
17/01/2025,3,WT,1,7.628310859001808e-05
17/01/2025,4,WT,1,7.56110886233041e-05
17/01/2025,5,WT,1,7.892318703068008e-05
17/01/2025,6,WT,1,8.982330036296356e-05
17/01/2025,7,WT,1,0.00011617482014796358
17/01/2025,8,WT,1,0.0001263081738565715
17/01/2025,9,WT,1,0.0001187479492310394
17/01/2025,10,WT,1,0.00011467288078626638
17/01/2025,11,WT,1,0.00011574912328934963
17/01/2025,12,WT,1,0.00012694861393763165
17/01/2025,13,WT,1,0.00013259888707881876
17/01/2025,14,WT,1,0.00013144685285016626
17/01/2025,15,WT,1,0.00012836212961949805
17/01/2025,16,WT,1,0.00013261404542393257
17/01/2025,17,WT,1,0.00015149250106780517
17/01/2025,18,WT,1,0.000189263307505238
17/01/2025,19,WT,1,0.00021037256627169868
17/01/2025,20,WT,1,0.0002082870306231183
17/01/2025,21,WT,1,0.00019006164701456738
17/01/2025,22,WT,1,0.00016968377839984996
17/01/2025,23,WT,1,0.00015004993189113723
17/01/2025,24,WT,1,0.0001204608422289043
18/01/2025,1,SA,1,0.00010307973916983421
18/01/2025,2,SA,1,8.732479674252602e-05
18/01/2025,3,SA,1,7.982184171821665e-05
18/01/2025,4,SA,1,7.673224104659021e-05
18/01/2025,5,SA,1,7.662740177604854e-05
18/01/2025,6,SA,1,7.795368170458809e-05
18/01/2025,7,SA,1,9.157268188507691e-05
18/01/2025,8,SA,1,0.00011720904134187543
18/01/2025,9,SA,1,0.00014446472543523363
18/01/2025,10,SA,1,0.0001612289037319734
18/01/2025,11,SA,1,0.00017407866155390927
18/01/2025,12,SA,1,0.00019147187547389924
18/01/2025,13,SA,1,0.000190880733562893
18/01/2025,14,SA,1,0.00018294957959022657
18/01/2025,15,SA,1,0.0001782179180546941
18/01/2025,16,SA,1,0.00017808781630932307
18/01/2025,17,SA,1,0.0001890972028399427
18/01/2025,18,SA,1,0.00021451630501320902
18/01/2025,19,SA,1,0.00022290470978028623
18/01/2025,20,SA,1,0.0002100890562993699
18/01/2025,21,SA,1,0.00018773302919915914
18/01/2025,22,SA,1,0.0001694000512155184
18/01/2025,23,SA,1,0.00015571536860047331
18/01/2025,24,SA,1,0.0001298541731176938
19/01/2025,1,FT,1,0.00010945305550263792
19/01/2025,2,FT,1,9.431793270631168e-05
19/01/2025,3,FT,1,8.525883425687512e-05
19/01/2025,4,FT,1,8.057078554025602e-05
19/01/2025,5,FT,1,7.850334595267375e-05
19/01/2025,6,FT,1,7.910703326047113e-05
19/01/2025,7,FT,1,8.792364643146193e-05
19/01/2025,8,FT,1,0.00010758516109211001
19/01/2025,9,FT,1,0.0001366038290236177
19/01/2025,10,FT,1,0.00016346917716476017
19/01/2025,11,FT,1,0.0001866997720175326
19/01/2025,12,FT,1,0.0002128742897039362
19/01/2025,13,FT,1,0.0002086434267727202
19/01/2025,14,FT,1,0.00019311805423139522
19/01/2025,15,FT,1,0.00018260278116712512
19/01/2025,16,FT,1,0.0001795262491968439
19/01/2025,17,FT,1,0.00018880509992987203
19/01/2025,18,FT,1,0.00021771894349621818
19/01/2025,19,FT,1,0.00022776566427765808
19/01/2025,20,FT,1,0.00021511096380876714
19/01/2025,21,FT,1,0.00019207991413304907
19/01/2025,22,FT,1,0.00016914611115754108
19/01/2025,23,FT,1,0.00014925979243666718
19/01/2025,24,FT,1,0.00012022470623109809
20/01/2025,1,WT,1,9.369178097839599e-05
20/01/2025,2,WT,1,8.053866809125076e-05
20/01/2025,3,WT,1,7.625068005585235e-05
20/01/2025,4,WT,1,7.557894576997721e-05
20/01/2025,5,WT,1,7.888963617893322e-05
20/01/2025,6,WT,1,8.978511578949062e-05
20/01/2025,7,WT,1,0.00011612543334144769
20/01/2025,8,WT,1,0.00012625447928372275
20/01/2025,9,WT,1,0.00011869746856762748
20/01/2025,10,WT,1,0.0001146241324656854
20/01/2025,11,WT,1,0.00011569991744983131
20/01/2025,12,WT,1,0.00012689464710879546
20/01/2025,13,WT,1,0.0001325425182755614
20/01/2025,14,WT,1,0.00013139097378548974
20/01/2025,15,WT,1,0.000128307561894311
20/01/2025,16,WT,1,0.0001325576701767465
20/01/2025,17,WT,1,0.00015142810044442302
20/01/2025,18,WT,1,0.00018918285022252897
20/01/2025,19,WT,1,0.0002102831352812872
20/01/2025,20,WT,1,0.00020819848620989647
20/01/2025,21,WT,1,0.00018998085035161377
20/01/2025,22,WT,1,0.00016961164452503915
20/01/2025,23,WT,1,0.00014998614451496923
20/01/2025,24,WT,1,0.00012040963340154982
21/01/2025,1,WT,1,9.366283293151259e-05
21/01/2025,2,WT,1,8.05137839753178e-05
21/01/2025,3,WT,1,7.622712080403648e-05
21/01/2025,4,WT,1,7.555559406460134e-05
21/01/2025,5,WT,1,7.886526156610302e-05
21/01/2025,6,WT,1,8.975737478900837e-05
21/01/2025,7,WT,1,0.0001160895539456926
21/01/2025,8,WT,1,0.00012621547030612214
21/01/2025,9,WT,1,0.00011866079448747706
21/01/2025,10,WT,1,0.00011458871692842125
21/01/2025,11,WT,1,0.00011566416952616319
21/01/2025,12,WT,1,0.00012685544033787705
21/01/2025,13,WT,1,0.00013250156647602232
21/01/2025,14,WT,1,0.0001313503777798478
21/01/2025,15,WT,1,0.00012826791857364377
21/01/2025,16,WT,1,0.00013251671369570882
21/01/2025,17,WT,1,0.00015138131354694543
21/01/2025,18,WT,1,0.00018912439820079784
21/01/2025,19,WT,1,0.00021021816388256526
21/01/2025,20,WT,1,0.00020813415890736343
21/01/2025,21,WT,1,0.00018992215177095383
21/01/2025,22,WT,1,0.00016955923943906036
21/01/2025,23,WT,1,0.00014993980314011288
21/01/2025,24,WT,1,0.00012037243031205229
22/01/2025,1,WT,1,9.362626710726034e-05
22/01/2025,2,WT,1,8.048235151932025e-05
22/01/2025,3,WT,1,7.619736185467166e-05
22/01/2025,4,WT,1,7.552609727823081e-05
22/01/2025,5,WT,1,7.88344726906892e-05
22/01/2025,6,WT,1,8.972233364953871e-05
22/01/2025,7,WT,1,0.00011604423276444878
22/01/2025,8,WT,1,0.0001261661959828855
22/01/2025,9,WT,1,0.00011861446949792616
22/01/2025,10,WT,1,0.00011454398167161392
22/01/2025,11,WT,1,0.00011561901441433495
22/01/2025,12,WT,1,0.0001268059161713357
22/01/2025,13,WT,1,0.0001324498380706211
22/01/2025,14,WT,1,0.00013129909879672252
22/01/2025,15,WT,1,0.00012821784297779677
22/01/2025,16,WT,1,0.00013246497937685663
22/01/2025,17,WT,1,0.00015132221451766154
22/01/2025,18,WT,1,0.00018905056432998724
22/01/2025,19,WT,1,0.00021013609503845097
22/01/2025,20,WT,1,0.0002080529036555491
22/01/2025,21,WT,1,0.00018984800645839066
22/01/2025,22,WT,1,0.0001694930437757901
22/01/2025,23,WT,1,0.00014988126687424906
22/01/2025,24,WT,1,0.00012032543710253849
23/01/2025,1,WT,1,9.358221159763395e-05
23/01/2025,2,WT,1,8.044448083279536e-05
23/01/2025,3,WT,1,7.616150745491386e-05
23/01/2025,4,WT,1,7.549055873965088e-05
23/01/2025,5,WT,1,7.879737740773253e-05
23/01/2025,6,WT,1,8.968011512202577e-05
23/01/2025,7,WT,1,0.00011598962856018429
23/01/2025,8,WT,1,0.000126106828924544
23/01/2025,9,WT,1,0.00011855865587783587
23/01/2025,10,WT,1,0.00011449008340520756
23/01/2025,11,WT,1,0.00011556461029506474
23/01/2025,12,WT,1,0.00012674624809491683
23/01/2025,13,WT,1,0.00013238751426666707
23/01/2025,14,WT,1,0.0001312373164690735
23/01/2025,15,WT,1,0.0001281575105242011
23/01/2025,16,WT,1,0.0001324026484482144
23/01/2025,17,WT,1,0.00015125101038356167
23/01/2025,18,WT,1,0.00018896160725400795
23/01/2025,19,WT,1,0.00021003721624039727
23/01/2025,20,WT,1,0.00020795500509585
23/01/2025,21,WT,1,0.00018975867414883162
23/01/2025,22,WT,1,0.00016941328942209877
23/01/2025,23,WT,1,0.00014981074077297844
23/01/2025,24,WT,1,0.00012026881839267902
24/01/2025,1,WT,1,9.353079379306793e-05
24/01/2025,2,WT,1,8.040028142221018e-05
24/01/2025,3,WT,1,7.611966128095712e-05
24/01/2025,4,WT,1,7.544908121171487e-05
24/01/2025,5,WT,1,7.875408298155161e-05
24/01/2025,6,WT,1,8.963084128510653e-05
24/01/2025,7,WT,1,0.00011592589922582496
24/01/2025,8,WT,1,0.00012603754079624076
24/01/2025,9,WT,1,0.00011849351501726564
24/01/2025,10,WT,1,0.00011442717798084565
24/01/2025,11,WT,1,0.00011550111448271478
24/01/2025,12,WT,1,0.00012667660864418403
24/01/2025,13,WT,1,0.00013231477527899703
24/01/2025,14,WT,1,0.0001311652094460103
24/01/2025,15,WT,1,0.0001280870956695262
24/01/2025,16,WT,1,0.0001323299011452205
24/01/2025,17,WT,1,0.000151167907037749
24/01/2025,18,WT,1,0.0001888577842001776
24/01/2025,19,WT,1,0.00020992181340526587
24/01/2025,20,WT,1,0.0002078407463106814
24/01/2025,21,WT,1,0.00018965441315461578
24/01/2025,22,WT,1,0.00016932020699481177
24/01/2025,23,WT,1,0.00014972842876881176
24/01/2025,24,WT,1,0.00012020273790052216
25/01/2025,1,SA,1,0.00010280020700506075
